degree_of_automation,onet_code,occupation,year
28,19-2041.00,"Environmental Scientists and Specialists, Including Health Bright Outlook Green Occupation",2019
28,13-2051.00,Financial Analysts Bright Outlook Green Occupation,2019
28,17-2111.02,Fire-Prevention and Protection Engineers,2019
28,33-1011.00,First-Line Supervisors of Correctional Officers,2019
28,33-1012.00,First-Line Supervisors of Police and Detectives,2019
28,17-2141.01,Fuel Cell Engineers Green Occupation,2019
28,11-9071.00,Gaming Managers,2019
28,47-4041.00,Hazardous Materials Removal Workers Bright Outlook Green Occupation,2019
28,11-2021.00,Marketing Managers Bright Outlook Green Occupation,2019
28,15-2021.00,Mathematicians Bright Outlook,2019
28,49-9044.00,Millwrights Bright Outlook Green Occupation,2019
28,51-4061.00,"Model Makers, Metal and Plastic",2019
28,29-1151.00,Nurse Anesthetists Bright Outlook,2019
28,43-9061.00,"Office Clerks, General Bright Outlook",2019
28,51-4062.00,"Patternmakers, Metal and Plastic",2019
28,29-2053.00,Psychiatric Technicians,2019
28,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining Bright Outlook Green Occupation",2019
28,43-5071.00,"Shipping, Receiving, and Traffic Clerks Green Occupation",2019
28,39-5094.00,Skincare Specialists Bright Outlook,2019
28,19-1031.01,Soil and Water Conservationists Green Occupation,2019
28,27-4014.00,Sound Engineering Technicians,2019
28,19-3022.00,Survey Researchers,2019
28,47-4099.03,Weatherization Installers and Technicians Bright Outlook Green Occupation,2019
28,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2019
27,29-1181.00,Audiologists Bright Outlook,2019
27,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers Green Occupation,2019
27,15-2041.01,Biostatisticians Bright Outlook,2019
27,25-1011.00,"Business Teachers, Postsecondary Bright Outlook",2019
27,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",2019
27,29-2031.00,Cardiovascular Technologists and Technicians Bright Outlook,2019
27,29-1011.00,Chiropractors Bright Outlook,2019
27,29-2021.00,Dental Hygienists Bright Outlook,2019
27,13-1199.01,Energy Auditors Bright Outlook Green Occupation,2019
27,43-6011.00,Executive Secretaries and Executive Administrative Assistants,2019
27,13-2099.01,Financial Quantitative Analysts Bright Outlook Green Occupation,2019
27,11-3121.00,Human Resources Managers,2019
27,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand Bright Outlook Green Occupation",2019
27,17-2121.02,Marine Architects Bright Outlook,2019
27,19-4051.02,Nuclear Monitoring Technicians,2019
27,47-2141.00,"Painters, Construction and Maintenance",2019
27,41-2022.00,Parts Salespersons,2019
27,17-2171.00,Petroleum Engineers Bright Outlook,2019
27,51-9199.01,Recycling and Reclamation Workers Green Occupation,2019
27,47-2181.00,Roofers Bright Outlook Green Occupation,2019
27,39-1012.00,Slot Supervisors,2019
27,15-1132.00,"Software Developers, Applications Bright Outlook",2019
27,19-1013.00,Soil and Plant Scientists Green Occupation,2019
27,39-1021.01,Spa Managers Bright Outlook,2019
27,27-3042.00,Technical Writers Bright Outlook,2019
27,49-3093.00,Tire Repairers and Changers,2019
27,11-3131.00,Training and Development Managers Bright Outlook,2019
27,13-1151.00,Training and Development Specialists Bright Outlook Green Occupation,2019
27,53-6061.00,"Transportation Attendants, Except Flight Attendants",2019
27,17-2051.01,Transportation Engineers Bright Outlook Green Occupation,2019
26,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",2019
26,11-9041.00,Architectural and Engineering Managers Green Occupation,2019
26,35-3011.00,Bartenders Bright Outlook,2019
26,11-9199.11,Brownfield Redevelopment Specialists and Site Managers Green Occupation,2019
26,11-9021.00,Construction Managers Bright Outlook Green Occupation,2019
26,31-9091.00,Dental Assistants Bright Outlook,2019
26,29-1021.00,"Dentists, General Bright Outlook",2019
26,29-2032.00,Diagnostic Medical Sonographers Bright Outlook,2019
26,47-4021.00,Elevator Installers and Repairers Bright Outlook,2019
26,17-2199.03,Energy Engineers Green Occupation,2019
26,43-4071.00,File Clerks,2019
26,19-1032.00,Foresters,2019
26,39-1011.00,Gaming Supervisors,2019
26,19-1029.03,Geneticists,2019
26,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters Bright Outlook",2019
26,17-2112.00,Industrial Engineers Bright Outlook Green Occupation,2019
26,15-1122.00,Information Security Analysts Bright Outlook,2019
26,45-4023.00,Log Graders and Scalers,2019
26,17-3029.07,Mechanical Engineering Technologists Green Occupation,2019
26,31-9093.00,Medical Equipment Preparers Bright Outlook,2019
26,49-9062.00,Medical Equipment Repairers,2019
26,23-2011.00,Paralegals and Legal Assistants Bright Outlook,2019
26,37-2021.00,Pest Control Workers,2019
26,27-2012.01,Producers Bright Outlook,2019
26,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary Bright Outlook",2019
26,29-1141.00,Registered Nurses Bright Outlook,2019
26,11-9199.01,Regulatory Affairs Managers Green Occupation,2019
26,53-5021.01,Ship and Boat Captains,2019
26,11-3071.01,Transportation Managers Green Occupation,2019
25,11-2011.00,Advertising and Promotions Managers,2019
25,17-3011.01,Architectural Drafters Green Occupation,2019
25,21-2011.00,Clergy,2019
25,33-3012.00,Correctional Officers and Jailers,2019
25,47-2081.00,Drywall and Ceiling Tile Installers,2019
25,17-3023.03,Electrical Engineering Technicians Green Occupation,2019
25,17-3029.04,Electronics Engineering Technologists Green Occupation,2019
25,33-2021.02,Fire Investigators,2019
25,19-3032.00,Industrial-Organizational Psychologists,2019
25,51-4192.00,"Layout Workers, Metal and Plastic",2019
25,43-6012.00,Legal Secretaries,2019
25,49-9094.00,Locksmiths and Safe Repairers,2019
25,49-9071.00,"Maintenance and Repair Workers, General Bright Outlook Green Occupation",2019
25,19-1042.00,"Medical Scientists, Except Epidemiologists Bright Outlook",2019
25,51-9071.07,Precious Metal Workers,2019
25,33-9021.00,Private Detectives and Investigators Bright Outlook,2019
25,17-2111.03,Product Safety Engineers,2019
25,41-9031.00,Sales Engineers,2019
25,51-4121.07,Solderers and Brazers Green Occupation,2019
25,29-2099.07,Surgical Assistants Bright Outlook,2019
25,47-2082.00,Tapers,2019
25,15-1134.00,Web Developers Bright Outlook,2019
24,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2019
24,33-9011.00,Animal Control Workers,2019
24,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary Bright Outlook",2019
24,53-6051.01,Aviation Inspectors,2019
24,17-2031.00,Biomedical Engineers,2019
24,35-2012.00,"Cooks, Institution and Cafeteria",2019
24,35-2014.00,"Cooks, Restaurant Bright Outlook",2019
24,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2019
24,11-9032.00,"Education Administrators, Elementary and Secondary School",2019
24,17-3029.02,Electrical Engineering Technologists Green Occupation,2019
24,17-3025.00,Environmental Engineering Technicians Bright Outlook Green Occupation,2019
24,19-4091.00,"Environmental Science and Protection Technicians, Including Health Bright Outlook Green Occupation",2019
24,29-1128.00,Exercise Physiologists Bright Outlook,2019
24,41-1011.00,First-Line Supervisors of Retail Sales Workers Bright Outlook,2019
24,19-2042.00,"Geoscientists, Except Hydrologists and Geographers Bright Outlook Green Occupation",2019
24,17-2111.01,Industrial Safety and Health Engineers Green Occupation,2019
24,53-3033.00,Light Truck or Delivery Services Drivers Bright Outlook,2019
24,11-9013.01,Nursery and Greenhouse Managers,2019
24,27-4021.00,Photographers,2019
24,17-2072.01,Radio Frequency Identification Device Specialists,2019
24,53-4021.00,"Railroad Brake, Signal, and Switch Operators",2019
24,49-9021.02,Refrigeration Mechanics and Installers Bright Outlook Green Occupation,2019
24,13-1041.07,Regulatory Affairs Specialists Green Occupation,2019
24,35-3031.00,Waiters and Waitresses Bright Outlook,2019
24,49-9081.00,Wind Turbine Service Technicians Bright Outlook Green Occupation,2019
23,49-3011.00,Aircraft Mechanics and Service Technicians,2019
23,39-6011.00,Baggage Porters and Bellhops,2019
23,33-3011.00,Bailiffs,2019
23,41-2011.00,Cashiers Bright Outlook,2019
23,39-6012.00,Concierges Bright Outlook,2019
23,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary Bright Outlook",2019
23,25-9021.00,Farm and Home Management Advisors Green Occupation,2019
23,33-2021.01,Fire Inspectors,2019
23,11-9039.02,Fitness and Wellness Coordinators Bright Outlook,2019
23,13-1131.00,Fundraisers Bright Outlook,2019
23,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2019
23,47-3012.00,Helpers--Carpenters Bright Outlook Green Occupation,2019
23,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners Bright Outlook",2019
23,13-1075.00,Labor Relations Specialists,2019
23,17-2199.06,Microsystems Engineers Green Occupation,2019
23,47-2073.00,Operating Engineers and Other Construction Equipment Operators Bright Outlook Green Occupation,2019
23,31-2021.00,Physical Therapist Assistants Bright Outlook,2019
23,27-3022.00,Reporters and Correspondents Green Occupation,2019
23,51-3023.00,Slaughterers and Meat Packers,2019
23,51-2093.00,Timing Device Assemblers and Adjusters,2019
23,33-3052.00,Transit and Railroad Police,2019
23,29-2056.00,Veterinary Technologists and Technicians Bright Outlook,2019
23,19-1023.00,Zoologists and Wildlife Biologists Green Occupation,2019
22,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary Bright Outlook",2019
22,49-3023.02,Automotive Specialty Technicians Green Occupation,2019
22,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2019
22,11-9199.02,Compliance Managers Green Occupation,2019
22,41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",2019
22,47-5021.00,"Earth Drillers, Except Oil and Gas Bright Outlook",2019
22,11-9033.00,"Education Administrators, Postsecondary Bright Outlook",2019
22,51-2031.00,Engine and Other Machine Assemblers Green Occupation,2019
22,49-9093.00,"Fabric Menders, Except Garment",2019
22,39-1021.00,First-Line Supervisors of Personal Service Workers Bright Outlook,2019
22,53-2031.00,Flight Attendants Bright Outlook,2019
22,47-2043.00,Floor Sanders and Finishers Bright Outlook,2019
22,35-3041.00,"Food Servers, Nonrestaurant Bright Outlook",2019
22,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2019
22,19-3092.00,Geographers,2019
22,53-3032.00,Heavy and Tractor-Trailer Truck Drivers Bright Outlook Green Occupation,2019
22,29-1069.03,Hospitalists Bright Outlook,2019
22,29-1063.00,"Internists, General Bright Outlook",2019
22,23-1011.00,Lawyers,2019
22,17-3013.00,Mechanical Drafters,2019
22,21-1014.00,Mental Health Counselors Bright Outlook,2019
22,53-5022.00,Motorboat Operators,2019
22,47-2151.00,Pipelayers Bright Outlook,2019
22,27-3031.00,Public Relations Specialists Green Occupation,2019
22,47-2171.00,Reinforcing Iron and Rebar Workers Bright Outlook,2019
22,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Bright Outlook",2019
22,19-3031.01,School Psychologists Bright Outlook,2019
22,51-6031.00,Sewing Machine Operators,2019
22,19-4061.00,Social Science Research Assistants,2019
22,29-2055.00,Surgical Technologists Bright Outlook,2019
22,17-2199.02,Validation Engineers Green Occupation,2019
21,25-1021.00,"Computer Science Teachers, Postsecondary",2019
21,19-3011.00,Economists,2019
21,47-2111.00,Electricians Green Occupation,2019
21,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,2019
21,21-1022.00,Healthcare Social Workers Bright Outlook,2019
21,19-2043.00,Hydrologists Bright Outlook Green Occupation,2019
21,19-2041.03,Industrial Ecologists Bright Outlook Green Occupation,2019
21,29-2061.00,Licensed Practical and Licensed Vocational Nurses Bright Outlook,2019
21,17-3027.00,Mechanical Engineering Technicians,2019
21,17-2199.05,Mechatronics Engineers Green Occupation,2019
21,19-3039.01,Neuropsychologists and Clinical Neuropsychologists Bright Outlook,2019
21,15-2031.00,Operations Research Analysts Bright Outlook,2019
21,33-3051.01,Police Patrol Officers,2019
21,51-9195.05,"Potters, Manufacturing",2019
21,47-5051.00,"Rock Splitters, Quarry",2019
21,47-5012.00,"Rotary Drill Operators, Oil and Gas Bright Outlook",2019
21,27-1027.00,Set and Exhibit Designers Bright Outlook,2019
21,33-3051.03,Sheriffs and Deputy Sheriffs,2019
21,27-2042.01,Singers,2019
20,19-2011.00,Astronomers Bright Outlook,2019
20,19-4021.00,Biological Technicians Bright Outlook,2019
20,39-9011.00,Childcare Workers Bright Outlook,2019
20,19-3031.02,Clinical Psychologists Bright Outlook,2019
20,13-1041.06,Coroners,2019
20,19-3031.03,Counseling Psychologists Bright Outlook,2019
20,51-9081.00,Dental Laboratory Technicians Bright Outlook,2019
20,29-2041.00,Emergency Medical Technicians and Paramedics Bright Outlook,2019
20,19-1041.00,Epidemiologists,2019
20,25-1125.00,"History Teachers, Postsecondary Bright Outlook",2019
20,49-9031.00,Home Appliance Repairers,2019
20,31-1011.00,Home Health Aides Bright Outlook,2019
20,17-2112.01,Human Factors Engineers and Ergonomists Bright Outlook,2019
20,27-1025.00,Interior Designers,2019
20,25-1022.00,"Mathematical Science Teachers, Postsecondary",2019
20,51-9082.00,Medical Appliance Technicians Bright Outlook,2019
20,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",2019
20,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",2019
20,29-9011.00,Occupational Health and Safety Specialists Green Occupation,2019
20,31-2011.00,Occupational Therapy Assistants Bright Outlook,2019
20,29-1199.05,Orthoptists Bright Outlook,2019
20,39-5093.00,Shampooers Bright Outlook,2019
20,49-9052.00,Telecommunications Line Installers and Repairers,2019
20,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products Green Occupation",2019
20,17-2199.10,Wind Energy Engineers Green Occupation,2019
19,49-2091.00,Avionics Technicians,2019
19,35-1011.00,Chefs and Head Cooks Bright Outlook,2019
19,15-1111.00,Computer and Information Research Scientists Bright Outlook,2019
19,27-3041.00,Editors,2019
19,51-2022.00,Electrical and Electronic Equipment Assemblers Green Occupation,2019
19,13-1041.01,Environmental Compliance Inspectors,2019
19,33-1021.02,Forest Fire Fighting and Prevention Supervisors,2019
19,33-2022.00,Forest Fire Inspectors and Prevention Specialists Bright Outlook,2019
19,19-3093.00,Historians,2019
19,51-9071.01,Jewelers,2019
19,23-1012.00,Judicial Law Clerks,2019
19,53-4011.00,Locomotive Engineers Green Occupation,2019
19,29-1023.00,Orthodontists Bright Outlook,2019
19,29-2091.00,Orthotists and Prosthetists Bright Outlook,2019
19,43-4051.03,Patient Representatives Bright Outlook,2019
19,51-7032.00,"Patternmakers, Wood",2019
19,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",2019
19,39-9032.00,Recreation Workers,2019
19,51-6051.00,"Sewers, Hand",2019
19,25-2053.00,"Special Education Teachers, Middle School",2019
19,19-3099.01,Transportation Planners Green Occupation,2019
19,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation Green Occupation",2019
18,41-3011.00,Advertising Sales Agents,2019
18,19-1029.01,Bioinformatics Scientists,2019
18,11-1011.03,Chief Sustainability Officers Green Occupation,2019
18,27-2022.00,Coaches and Scouts Bright Outlook,2019
18,25-1122.00,"Communications Teachers, Postsecondary Bright Outlook",2019
